cust_id,transaction_type,transaction_date,subscription_type,subscription_price,customer_gender,age_group,customer_country,referral_type,year,month,first_tx,cohort_month,plan_id,billing_month,is_churn,active_month
5887,upgrade,2021-05-01,MAX,109.0,Male,35-44,Norway,organic search,2021,2021-05,2020-03-01,2020-03,2,2021-05-01,False,2021-05
5888,initial,2020-05-01,BASIC,33.0,Male,18-24,Sweden,unknown,2020,2020-05,2020-05-01,2020-05,1,2020-05-01,False,2020-05
5888,churn,2021-01-01,BASIC,43.0,Male,18-24,Sweden,unknown,2021,2021-01,2020-05-01,2020-05,1,2021-01-01,False,2021-01
5889,initial,2021-04-01,MAX,109.0,Female,45-54,Denmark,tv,2021,2021-04,2021-04-01,2021-04,2,2021-04-01,False,2021-04
5889,reduction,2022-05-01,PRO,85.0,Female,45-54,Denmark,tv,2022,2022-05,2021-04-01,2021-04,3,2022-05-01,False,2022-05
5890,initial,2022-06-01,BASIC,53.0,Female,18-24,Finland,organic search,2022,2022-06,2022-06-01,2022-06,1,2022-06-01,False,2022-06
5891,initial,2021-02-01,PRO,75.0,Female,45-54,Denmark,facebook,2021,2021-02,2021-02-01,2021-02,3,2021-02-01,False,2021-02
5891,reduction,2022-01-01,BASIC,53.0,Female,45-54,Denmark,facebook,2022,2022-01,2021-02-01,2021-02,1,2022-01-01,False,2022-01
5892,initial,2021-12-01,PRO,75.0,Male,55-65,Norway,google ads,2021,2021-12,2021-12-01,2021-12,3,2021-12-01,False,2021-12
5892,upgrade,2022-03-01,MAX,119.0,Male,55-65,Norway,google ads,2022,2022-03,2021-12-01,2021-12,2,2022-03-01,False,2022-03
5893,initial,2020-03-01,PRO,65.0,Male,18-24,Sweden,google ads,2020,2020-03,2020-03-01,2020-03,3,2020-03-01,False,2020-03
5893,upgrade,2021-04-01,MAX,109.0,Male,18-24,Sweden,google ads,2021,2021-04,2020-03-01,2020-03,2,2021-04-01,False,2021-04
5894,initial,2020-01-01,PRO,65.0,Female,18-24,Sweden,display,2020,2020-01,2020-01-01,2020-01,3,2020-01-01,False,2020-01
5894,upgrade,2022-05-01,MAX,119.0,Female,18-24,Sweden,display,2022,2022-05,2020-01-01,2020-01,2,2022-05-01,False,2022-05
5894,churn,2022-10-01,MAX,119.0,Female,18-24,Sweden,display,2022,2022-10,2020-01-01,2020-01,2,2022-10-01,False,2022-10
5895,initial,2022-10-01,BASIC,53.0,Female,55-65,Norway,google ads,2022,2022-10,2022-10-01,2022-10,1,2022-10-01,False,2022-10
5896,initial,2020-05-01,PRO,65.0,Male,25-34,Sweden,organic search,2020,2020-05,2020-05-01,2020-05,3,2020-05-01,False,2020-05
5896,upgrade,2021-01-01,MAX,109.0,Male,25-34,Sweden,organic search,2021,2021-01,2020-05-01,2020-05,2,2021-01-01,False,2021-01
5897,initial,2020-02-01,PRO,65.0,Male,25-34,Denmark,google ads,2020,2020-02,2020-02-01,2020-02,3,2020-02-01,False,2020-02
5897,churn,2020-11-01,PRO,65.0,Male,25-34,Denmark,google ads,2020,2020-11,2020-02-01,2020-02,3,2020-11-01,False,2020-11
5898,initial,2021-01-01,PRO,75.0,Female,45-54,Sweden,paid search,2021,2021-01,2021-01-01,2021-01,3,2021-01-01,False,2021-01
5898,reduction,2021-06-01,BASIC,43.0,Female,45-54,Sweden,paid search,2021,2021-06,2021-01-01,2021-01,1,2021-06-01,False,2021-06
5899,initial,2021-06-01,BASIC,43.0,Female,45-54,Finland,google ads,2021,2021-06,2021-06-01,2021-06,1,2021-06-01,False,2021-06
5899,upgrade,2022-01-01,PRO,85.0,Female,45-54,Finland,google ads,2022,2022-01,2021-06-01,2021-06,3,2022-01-01,False,2022-01
5899,churn,2022-01-01,BASIC,53.0,Female,45-54,Finland,google ads,2022,2022-01,2021-06-01,2021-06,1,2022-01-01,False,2022-01
5900,initial,2021-07-01,BASIC,43.0,Other,35-44,Norway,google ads,2021,2021-07,2021-07-01,2021-07,1,2021-07-01,False,2021-07
5900,upgrade,2022-08-01,MAX,119.0,Other,35-44,Norway,google ads,2022,2022-08,2021-07-01,2021-07,2,2022-08-01,False,2022-08
5901,initial,2022-04-01,PRO,85.0,Male,18-24,Sweden,google ads,2022,2022-04,2022-04-01,2022-04,3,2022-04-01,False,2022-04
5901,reduction,2022-10-01,BASIC,53.0,Male,18-24,Sweden,google ads,2022,2022-10,2022-04-01,2022-04,1,2022-10-01,False,2022-10
5902,initial,2022-04-01,BASIC,53.0,Male,45-54,Finland,facebook,2022,2022-04,2022-04-01,2022-04,1,2022-04-01,False,2022-04
5903,initial,2021-05-01,MAX,109.0,Female,18-24,Finland,facebook,2021,2021-05,2021-05-01,2021-05,2,2021-05-01,False,2021-05
5903,reduction,2022-11-01,PRO,85.0,Female,18-24,Finland,facebook,2022,2022-11,2021-05-01,2021-05,3,2022-11-01,False,2022-11
5904,initial,2020-01-01,BASIC,33.0,Female,35-44,Finland,google ads,2020,2020-01,2020-01-01,2020-01,1,2020-01-01,False,2020-01
5904,upgrade,2022-03-01,MAX,119.0,Female,35-44,Finland,google ads,2022,2022-03,2020-01-01,2020-01,2,2022-03-01,False,2022-03
5905,initial,2022-03-01,BASIC,53.0,Male,55-65,Finland,google ads,2022,2022-03,2022-03-01,2022-03,1,2022-03-01,False,2022-03
5905,upgrade,2022-10-01,PRO,85.0,Male,55-65,Finland,google ads,2022,2022-10,2022-03-01,2022-03,3,2022-10-01,False,2022-10
5906,initial,2022-10-01,BASIC,53.0,Female,18-24,Sweden,google ads,2022,2022-10,2022-10-01,2022-10,1,2022-10-01,False,2022-10
5907,initial,2022-03-01,MAX,119.0,Female,45-54,Denmark,facebook,2022,2022-03,2022-03-01,2022-03,2,2022-03-01,False,2022-03
5907,reduction,2022-07-01,PRO,85.0,Female,45-54,Denmark,facebook,2022,2022-07,2022-03-01,2022-03,3,2022-07-01,False,2022-07
5908,initial,2022-01-01,BASIC,53.0,Female,35-44,Denmark,facebook,2022,2022-01,2022-01-01,2022-01,1,2022-01-01,False,2022-01
5909,initial,2020-08-01,BASIC,33.0,Female,25-34,Sweden,paid search,2020,2020-08,2020-08-01,2020-08,1,2020-08-01,False,2020-08
5909,churn,2021-05-01,BASIC,43.0,Female,25-34,Sweden,paid search,2021,2021-05,2020-08-01,2020-08,1,2021-05-01,False,2021-05
5910,initial,2020-12-01,PRO,65.0,Female,18-24,Denmark,organic search,2020,2020-12,2020-12-01,2020-12,3,2020-12-01,False,2020-12
5910,churn,2021-05-01,PRO,75.0,Female,18-24,Denmark,organic search,2021,2021-05,2020-12-01,2020-12,3,2021-05-01,False,2021-05
5911,initial,2020-09-01,BASIC,33.0,Female,35-44,Sweden,bing,2020,2020-09,2020-09-01,2020-09,1,2020-09-01,False,2020-09
5911,upgrade,2021-08-01,MAX,109.0,Female,35-44,Sweden,bing,2021,2021-08,2020-09-01,2020-09,2,2021-08-01,False,2021-08
5912,initial,2021-09-01,BASIC,43.0,Male,18-24,Denmark,google ads,2021,2021-09,2021-09-01,2021-09,1,2021-09-01,False,2021-09
5913,initial,2020-11-01,BASIC,33.0,Female,55-65,Sweden,unknown,2020,2020-11,2020-11-01,2020-11,1,2020-11-01,False,2020-11
5913,upgrade,2022-07-01,MAX,119.0,Female,55-65,Sweden,unknown,2022,2022-07,2020-11-01,2020-11,2,2022-07-01,False,2022-07
5914,initial,2021-01-01,MAX,109.0,Female,45-54,Norway,google ads,2021,2021-01,2021-01-01,2021-01,2,2021-01-01,False,2021-01
5914,reduction,2021-03-01,PRO,75.0,Female,45-54,Norway,google ads,2021,2021-03,2021-01-01,2021-01,3,2021-03-01,False,2021-03
5915,initial,2021-06-01,MAX,109.0,Female,45-54,Finland,google ads,2021,2021-06,2021-06-01,2021-06,2,2021-06-01,False,2021-06
5915,reduction,2022-02-01,PRO,85.0,Female,45-54,Finland,google ads,2022,2022-02,2021-06-01,2021-06,3,2022-02-01,False,2022-02
5916,initial,2021-05-01,BASIC,43.0,Female,55-65,Norway,facebook,2021,2021-05,2021-05-01,2021-05,1,2021-05-01,False,2021-05
5917,initial,2020-10-01,MAX,99.0,Male,18-24,Norway,google ads,2020,2020-10,2020-10-01,2020-10,2,2020-10-01,False,2020-10
5917,reduction,2021-04-01,PRO,75.0,Male,18-24,Norway,google ads,2021,2021-04,2020-10-01,2020-10,3,2021-04-01,False,2021-04
5918,initial,2022-04-01,BASIC,53.0,Male,18-24,Norway,google ads,2022,2022-04,2022-04-01,2022-04,1,2022-04-01,False,2022-04
5919,initial,2022-11-01,BASIC,53.0,Male,45-54,Finland,google ads,2022,2022-11,2022-11-01,2022-11,1,2022-11-01,False,2022-11
5920,initial,2020-01-01,BASIC,33.0,Female,25-34,Sweden,facebook,2020,2020-01,2020-01-01,2020-01,1,2020-01-01,False,2020-01
5920,upgrade,2020-11-01,MAX,99.0,Female,25-34,Sweden,facebook,2020,2020-11,2020-01-01,2020-01,2,2020-11-01,False,2020-11
5921,initial,2022-02-01,BASIC,53.0,Female,45-54,Denmark,google ads,2022,2022-02,2022-02-01,2022-02,1,2022-02-01,False,2022-02
5921,upgrade,2022-11-01,MAX,119.0,Female,45-54,Denmark,google ads,2022,2022-11,2022-02-01,2022-02,2,2022-11-01,False,2022-11
5922,initial,2020-04-01,BASIC,33.0,Male,35-44,Sweden,facebook,2020,2020-04,2020-04-01,2020-04,1,2020-04-01,False,2020-04
5922,upgrade,2020-10-01,MAX,99.0,Male,35-44,Sweden,facebook,2020,2020-10,2020-04-01,2020-04,2,2020-10-01,False,2020-10
5922,churn,2021-01-01,BASIC,43.0,Male,35-44,Sweden,facebook,2021,2021-01,2020-04-01,2020-04,1,2021-01-01,False,2021-01
5922,churn,2021-04-01,MAX,109.0,Male,35-44,Sweden,facebook,2021,2021-04,2020-04-01,2020-04,2,2021-04-01,False,2021-04
5923,initial,2021-05-01,BASIC,43.0,Female,35-44,Denmark,paid search,2021,2021-05,2021-05-01,2021-05,1,2021-05-01,False,2021-05
5924,initial,2022-10-01,BASIC,53.0,Male,18-24,Denmark,facebook,2022,2022-10,2022-10-01,2022-10,1,2022-10-01,False,2022-10
5925,initial,2022-11-01,PRO,85.0,Female,35-44,Norway,unknown,2022,2022-11,2022-11-01,2022-11,3,2022-11-01,False,2022-11
5926,initial,2022-03-01,PRO,85.0,Female,25-34,Norway,google ads,2022,2022-03,2022-03-01,2022-03,3,2022-03-01,False,2022-03
5927,initial,2021-11-01,BASIC,43.0,Male,25-34,Denmark,google ads,2021,2021-11,2021-11-01,2021-11,1,2021-11-01,False,2021-11
5927,churn,2022-05-01,BASIC,53.0,Male,25-34,Denmark,google ads,2022,2022-05,2021-11-01,2021-11,1,2022-05-01,False,2022-05
5928,initial,2022-10-01,MAX,119.0,Other,55-65,Denmark,facebook,2022,2022-10,2022-10-01,2022-10,2,2022-10-01,False,2022-10
5929,initial,2022-10-01,BASIC,53.0,Female,25-34,Sweden,paid search,2022,2022-10,2022-10-01,2022-10,1,2022-10-01,False,2022-10
5930,initial,2022-12-01,PRO,85.0,Male,35-44,Sweden,unknown,2022,2022-12,2022-12-01,2022-12,3,2022-12-01,False,2022-12
5931,initial,2021-01-01,PRO,75.0,Female,18-24,Finland,organic search,2021,2021-01,2021-01-01,2021-01,3,2021-01-01,False,2021-01
5931,upgrade,2021-10-01,MAX,109.0,Female,18-24,Finland,organic search,2021,2021-10,2021-01-01,2021-01,2,2021-10-01,False,2021-10
5931,churn,2021-10-01,PRO,75.0,Female,18-24,Finland,organic search,2021,2021-10,2021-01-01,2021-01,3,2021-10-01,False,2021-10
5932,initial,2022-04-01,BASIC,53.0,Male,18-24,Denmark,facebook,2022,2022-04,2022-04-01,2022-04,1,2022-04-01,False,2022-04
5933,initial,2022-08-01,BASIC,53.0,Male,25-34,Finland,google ads,2022,2022-08,2022-08-01,2022-08,1,2022-08-01,False,2022-08
5934,initial,2022-09-01,BASIC,53.0,Male,35-44,Norway,organic search,2022,2022-09,2022-09-01,2022-09,1,2022-09-01,False,2022-09
5935,initial,2021-11-01,PRO,75.0,Male,55-65,Sweden,organic search,2021,2021-11,2021-11-01,2021-11,3,2021-11-01,False,2021-11
5935,upgrade,2022-07-01,MAX,119.0,Male,55-65,Sweden,organic search,2022,2022-07,2021-11-01,2021-11,2,2022-07-01,False,2022-07
5936,initial,2021-08-01,PRO,75.0,Male,45-54,Denmark,google ads,2021,2021-08,2021-08-01,2021-08,3,2021-08-01,False,2021-08
5936,churn,2021-12-01,PRO,75.0,Male,45-54,Denmark,google ads,2021,2021-12,2021-08-01,2021-08,3,2021-12-01,False,2021-12
5937,initial,2020-12-01,MAX,99.0,Female,35-44,Sweden,paid search,2020,2020-12,2020-12-01,2020-12,2,2020-12-01,False,2020-12
5937,reduction,2021-02-01,PRO,75.0,Female,35-44,Sweden,paid search,2021,2021-02,2020-12-01,2020-12,3,2021-02-01,False,2021-02
5938,initial,2022-12-01,PRO,85.0,Female,45-54,Denmark,google ads,2022,2022-12,2022-12-01,2022-12,3,2022-12-01,False,2022-12
5939,initial,2021-06-01,PRO,75.0,Female,45-54,Norway,google ads,2021,2021-06,2021-06-01,2021-06,3,2021-06-01,False,2021-06
5939,upgrade,2022-10-01,MAX,119.0,Female,45-54,Norway,google ads,2022,2022-10,2021-06-01,2021-06,2,2022-10-01,False,2022-10
5940,initial,2022-11-01,BASIC,53.0,Male,45-54,Sweden,google ads,2022,2022-11,2022-11-01,2022-11,1,2022-11-01,False,2022-11
5941,initial,2020-10-01,MAX,99.0,Female,45-54,Sweden,organic search,2020,2020-10,2020-10-01,2020-10,2,2020-10-01,False,2020-10
5941,reduction,2021-10-01,PRO,75.0,Female,45-54,Sweden,organic search,2021,2021-10,2020-10-01,2020-10,3,2021-10-01,False,2021-10
5942,initial,2020-07-01,MAX,99.0,Female,45-54,Norway,paid search,2020,2020-07,2020-07-01,2020-07,2,2020-07-01,False,2020-07
5942,reduction,2020-09-01,PRO,65.0,Female,45-54,Norway,paid search,2020,2020-09,2020-07-01,2020-07,3,2020-09-01,False,2020-09
5943,initial,2020-05-01,PRO,65.0,Male,55-65,Sweden,organic search,2020,2020-05,2020-05-01,2020-05,3,2020-05-01,False,2020-05
5943,upgrade,2021-10-01,MAX,109.0,Male,55-65,Sweden,organic search,2021,2021-10,2020-05-01,2020-05,2,2021-10-01,False,2021-10
5944,initial,2022-03-01,MAX,119.0,Other,45-54,Sweden,facebook,2022,2022-03,2022-03-01,2022-03,2,2022-03-01,False,2022-03
5945,initial,2020-09-01,BASIC,33.0,Male,35-44,Norway,facebook,2020,2020-09,2020-09-01,2020-09,1,2020-09-01,False,2020-09
5945,upgrade,2022-10-01,PRO,85.0,Male,35-44,Norway,facebook,2022,2022-10,2020-09-01,2020-09,3,2022-10-01,False,2022-10
5946,initial,2020-06-01,BASIC,33.0,Female,25-34,Sweden,organic search,2020,2020-06,2020-06-01,2020-06,1,2020-06-01,False,2020-06
5946,upgrade,2022-05-01,PRO,85.0,Female,25-34,Sweden,organic search,2022,2022-05,2020-06-01,2020-06,3,2022-05-01,False,2022-05
5947,initial,2020-10-01,PRO,65.0,Female,55-65,Sweden,facebook,2020,2020-10,2020-10-01,2020-10,3,2020-10-01,False,2020-10
5947,upgrade,2021-05-01,MAX,109.0,Female,55-65,Sweden,facebook,2021,2021-05,2020-10-01,2020-10,2,2021-05-01,False,2021-05
5947,churn,2021-10-01,MAX,109.0,Female,55-65,Sweden,facebook,2021,2021-10,2020-10-01,2020-10,2,2021-10-01,False,2021-10
5948,initial,2022-04-01,BASIC,53.0,Female,55-65,Sweden,google ads,2022,2022-04,2022-04-01,2022-04,1,2022-04-01,False,2022-04
5949,initial,2020-09-01,BASIC,33.0,Female,18-24,Finland,google ads,2020,2020-09,2020-09-01,2020-09,1,2020-09-01,False,2020-09
5949,upgrade,2020-12-01,PRO,65.0,Female,18-24,Finland,google ads,2020,2020-12,2020-09-01,2020-09,3,2020-12-01,False,2020-12
5949,churn,2021-04-01,BASIC,43.0,Female,18-24,Finland,google ads,2021,2021-04,2020-09-01,2020-09,1,2021-04-01,False,2021-04
5949,churn,2021-08-01,BASIC,43.0,Female,18-24,Finland,google ads,2021,2021-08,2020-09-01,2020-09,1,2021-08-01,False,2021-08
5950,initial,2021-02-01,MAX,109.0,Other,18-24,Finland,google ads,2021,2021-02,2021-02-01,2021-02,2,2021-02-01,False,2021-02
5950,reduction,2022-04-01,BASIC,53.0,Other,18-24,Finland,google ads,2022,2022-04,2021-02-01,2021-02,1,2022-04-01,False,2022-04
5951,initial,2021-03-01,BASIC,43.0,Male,45-54,Finland,google ads,2021,2021-03,2021-03-01,2021-03,1,2021-03-01,False,2021-03
5952,initial,2022-10-01,BASIC,53.0,Male,45-54,Sweden,unknown,2022,2022-10,2022-10-01,2022-10,1,2022-10-01,False,2022-10
5953,initial,2021-07-01,PRO,75.0,Male,25-34,Norway,paid search,2021,2021-07,2021-07-01,2021-07,3,2021-07-01,False,2021-07
5953,reduction,2022-06-01,BASIC,53.0,Male,25-34,Norway,paid search,2022,2022-06,2021-07-01,2021-07,1,2022-06-01,False,2022-06
5954,initial,2020-01-01,BASIC,33.0,Female,18-24,Norway,paid search,2020,2020-01,2020-01-01,2020-01,1,2020-01-01,False,2020-01
5954,upgrade,2022-02-01,PRO,85.0,Female,18-24,Norway,paid search,2022,2022-02,2020-01-01,2020-01,3,2022-02-01,False,2022-02
5954,churn,2022-06-01,PRO,85.0,Female,18-24,Norway,paid search,2022,2022-06,2020-01-01,2020-01,3,2022-06-01,False,2022-06
5955,initial,2022-07-01,MAX,119.0,Male,35-44,Denmark,google ads,2022,2022-07,2022-07-01,2022-07,2,2022-07-01,False,2022-07
5955,reduction,2022-10-01,BASIC,53.0,Male,35-44,Denmark,google ads,2022,2022-10,2022-07-01,2022-07,1,2022-10-01,False,2022-10
5956,initial,2021-09-01,BASIC,43.0,Female,25-34,Denmark,facebook,2021,2021-09,2021-09-01,2021-09,1,2021-09-01,False,2021-09
5957,initial,2022-01-01,PRO,85.0,Female,25-34,Sweden,google ads,2022,2022-01,2022-01-01,2022-01,3,2022-01-01,False,2022-01
5957,reduction,2022-09-01,BASIC,53.0,Female,25-34,Sweden,google ads,2022,2022-09,2022-01-01,2022-01,1,2022-09-01,False,2022-09
5958,initial,2020-06-01,BASIC,33.0,Male,55-65,Norway,facebook,2020,2020-06,2020-06-01,2020-06,1,2020-06-01,False,2020-06
5958,churn,2021-01-01,BASIC,43.0,Male,55-65,Norway,facebook,2021,2021-01,2020-06-01,2020-06,1,2021-01-01,False,2021-01
5959,initial,2020-11-01,BASIC,33.0,Male,18-24,Norway,paid search,2020,2020-11,2020-11-01,2020-11,1,2020-11-01,False,2020-11
5959,upgrade,2022-02-01,PRO,85.0,Male,18-24,Norway,paid search,2022,2022-02,2020-11-01,2020-11,3,2022-02-01,False,2022-02
5960,initial,2020-05-01,PRO,65.0,Female,55-65,Sweden,unknown,2020,2020-05,2020-05-01,2020-05,3,2020-05-01,False,2020-05
5960,churn,2021-05-01,PRO,75.0,Female,55-65,Sweden,unknown,2021,2021-05,2020-05-01,2020-05,3,2021-05-01,False,2021-05
5961,initial,2021-02-01,PRO,75.0,Male,18-24,Sweden,paid search,2021,2021-02,2021-02-01,2021-02,3,2021-02-01,False,2021-02
5961,upgrade,2022-07-01,MAX,119.0,Male,18-24,Sweden,paid search,2022,2022-07,2021-02-01,2021-02,2,2022-07-01,False,2022-07
5962,initial,2020-01-01,MAX,99.0,Female,55-65,Finland,google ads,2020,2020-01,2020-01-01,2020-01,2,2020-01-01,False,2020-01
5962,reduction,2021-04-01,PRO,75.0,Female,55-65,Finland,google ads,2021,2021-04,2020-01-01,2020-01,3,2021-04-01,False,2021-04
5962,churn,2021-11-01,PRO,75.0,Female,55-65,Finland,google ads,2021,2021-11,2020-01-01,2020-01,3,2021-11-01,False,2021-11
5963,initial,2021-09-01,BASIC,43.0,Female,18-24,Denmark,google ads,2021,2021-09,2021-09-01,2021-09,1,2021-09-01,False,2021-09
5963,churn,2021-12-01,BASIC,43.0,Female,18-24,Denmark,google ads,2021,2021-12,2021-09-01,2021-09,1,2021-12-01,False,2021-12
5964,initial,2020-01-01,BASIC,33.0,Female,45-54,Norway,google ads,2020,2020-01,2020-01-01,2020-01,1,2020-01-01,False,2020-01
5964,upgrade,2020-04-01,MAX,99.0,Female,45-54,Norway,google ads,2020,2020-04,2020-01-01,2020-01,2,2020-04-01,False,2020-04
5965,initial,2020-06-01,BASIC,33.0,Male,18-24,Finland,facebook,2020,2020-06,2020-06-01,2020-06,1,2020-06-01,False,2020-06
5965,churn,2021-02-01,BASIC,43.0,Male,18-24,Finland,facebook,2021,2021-02,2020-06-01,2020-06,1,2021-02-01,False,2021-02
5965,churn,2021-07-01,BASIC,43.0,Male,18-24,Finland,facebook,2021,2021-07,2020-06-01,2020-06,1,2021-07-01,False,2021-07
5966,initial,2022-04-01,MAX,119.0,Male,45-54,Sweden,facebook,2022,2022-04,2022-04-01,2022-04,2,2022-04-01,False,2022-04
5966,reduction,2022-10-01,BASIC,53.0,Male,45-54,Sweden,facebook,2022,2022-10,2022-04-01,2022-04,1,2022-10-01,False,2022-10
5967,initial,2022-04-01,BASIC,53.0,Male,25-34,Sweden,facebook,2022,2022-04,2022-04-01,2022-04,1,2022-04-01,False,2022-04
5968,initial,2020-07-01,PRO,65.0,Female,18-24,Denmark,facebook,2020,2020-07,2020-07-01,2020-07,3,2020-07-01,False,2020-07
5968,reduction,2021-04-01,BASIC,43.0,Female,18-24,Denmark,facebook,2021,2021-04,2020-07-01,2020-07,1,2021-04-01,False,2021-04
5969,initial,2022-10-01,BASIC,53.0,Female,45-54,Sweden,google ads,2022,2022-10,2022-10-01,2022-10,1,2022-10-01,False,2022-10
5970,initial,2020-08-01,BASIC,33.0,Female,45-54,Sweden,facebook,2020,2020-08,2020-08-01,2020-08,1,2020-08-01,False,2020-08
5970,upgrade,2021-12-01,PRO,75.0,Female,45-54,Sweden,facebook,2021,2021-12,2020-08-01,2020-08,3,2021-12-01,False,2021-12
5971,initial,2022-06-01,BASIC,53.0,Female,45-54,Norway,facebook,2022,2022-06,2022-06-01,2022-06,1,2022-06-01,False,2022-06
5972,initial,2020-01-01,BASIC,33.0,Male,18-24,Denmark,tv,2020,2020-01,2020-01-01,2020-01,1,2020-01-01,False,2020-01
5972,upgrade,2022-03-01,MAX,119.0,Male,18-24,Denmark,tv,2022,2022-03,2020-01-01,2020-01,2,2022-03-01,False,2022-03
5973,initial,2021-09-01,MAX,109.0,Other,35-44,Finland,unknown,2021,2021-09,2021-09-01,2021-09,2,2021-09-01,False,2021-09
5973,churn,2022-05-01,MAX,119.0,Other,35-44,Finland,unknown,2022,2022-05,2021-09-01,2021-09,2,2022-05-01,False,2022-05
5974,initial,2020-02-01,PRO,65.0,Male,55-65,Denmark,google ads,2020,2020-02,2020-02-01,2020-02,3,2020-02-01,False,2020-02
5974,reduction,2021-09-01,BASIC,43.0,Male,55-65,Denmark,google ads,2021,2021-09,2020-02-01,2020-02,1,2021-09-01,False,2021-09
5974,churn,2022-03-01,BASIC,53.0,Male,55-65,Denmark,google ads,2022,2022-03,2020-02-01,2020-02,1,2022-03-01,False,2022-03
5975,initial,2021-01-01,BASIC,43.0,Female,18-24,Norway,facebook,2021,2021-01,2021-01-01,2021-01,1,2021-01-01,False,2021-01
5975,churn,2021-09-01,BASIC,43.0,Female,18-24,Norway,facebook,2021,2021-09,2021-01-01,2021-01,1,2021-09-01,False,2021-09
5976,initial,2021-10-01,BASIC,43.0,Other,18-24,Sweden,paid search,2021,2021-10,2021-10-01,2021-10,1,2021-10-01,False,2021-10
5976,upgrade,2022-06-01,PRO,85.0,Other,18-24,Sweden,paid search,2022,2022-06,2021-10-01,2021-10,3,2022-06-01,False,2022-06
5976,churn,2022-09-01,BASIC,53.0,Other,18-24,Sweden,paid search,2022,2022-09,2021-10-01,2021-10,1,2022-09-01,False,2022-09
5977,initial,2022-12-01,PRO,85.0,Male,35-44,Sweden,paid search,2022,2022-12,2022-12-01,2022-12,3,2022-12-01,False,2022-12
5978,initial,2022-10-01,PRO,85.0,Male,45-54,Sweden,unknown,2022,2022-10,2022-10-01,2022-10,3,2022-10-01,False,2022-10
5979,initial,2020-10-01,PRO,65.0,Female,18-24,Sweden,google ads,2020,2020-10,2020-10-01,2020-10,3,2020-10-01,False,2020-10
5979,upgrade,2021-10-01,MAX,109.0,Female,18-24,Sweden,google ads,2021,2021-10,2020-10-01,2020-10,2,2021-10-01,False,2021-10
5979,churn,2021-10-01,PRO,75.0,Female,18-24,Sweden,google ads,2021,2021-10,2020-10-01,2020-10,3,2021-10-01,False,2021-10
5980,initial,2022-01-01,MAX,119.0,Female,55-65,Finland,facebook,2022,2022-01,2022-01-01,2022-01,2,2022-01-01,False,2022-01
5981,initial,2021-07-01,PRO,75.0,Male,18-24,Finland,facebook,2021,2021-07,2021-07-01,2021-07,3,2021-07-01,False,2021-07
5981,upgrade,2021-11-01,MAX,109.0,Male,18-24,Finland,facebook,2021,2021-11,2021-07-01,2021-07,2,2021-11-01,False,2021-11
5981,churn,2022-10-01,MAX,119.0,Male,18-24,Finland,facebook,2022,2022-10,2021-07-01,2021-07,2,2022-10-01,False,2022-10
5982,initial,2022-04-01,PRO,85.0,Male,35-44,Norway,facebook,2022,2022-04,2022-04-01,2022-04,3,2022-04-01,False,2022-04
5983,initial,2021-03-01,PRO,75.0,Male,18-24,Sweden,paid search,2021,2021-03,2021-03-01,2021-03,3,2021-03-01,False,2021-03
5983,reduction,2021-12-01,BASIC,43.0,Male,18-24,Sweden,paid search,2021,2021-12,2021-03-01,2021-03,1,2021-12-01,False,2021-12
5984,initial,2020-10-01,BASIC,33.0,Male,45-54,Sweden,google ads,2020,2020-10,2020-10-01,2020-10,1,2020-10-01,False,2020-10
5985,initial,2021-01-01,MAX,109.0,Female,45-54,Sweden,organic search,2021,2021-01,2021-01-01,2021-01,2,2021-01-01,False,2021-01
5985,reduction,2021-12-01,BASIC,43.0,Female,45-54,Sweden,organic search,2021,2021-12,2021-01-01,2021-01,1,2021-12-01,False,2021-12
5986,initial,2021-06-01,BASIC,43.0,Female,55-65,Sweden,paid search,2021,2021-06,2021-06-01,2021-06,1,2021-06-01,False,2021-06
5986,upgrade,2022-07-01,MAX,119.0,Female,55-65,Sweden,paid search,2022,2022-07,2021-06-01,2021-06,2,2022-07-01,False,2022-07
5987,initial,2020-05-01,BASIC,33.0,Male,35-44,Denmark,unknown,2020,2020-05,2020-05-01,2020-05,1,2020-05-01,False,2020-05
5987,upgrade,2022-10-01,MAX,119.0,Male,35-44,Denmark,unknown,2022,2022-10,2020-05-01,2020-05,2,2022-10-01,False,2022-10
5988,initial,2020-09-01,BASIC,33.0,Other,55-65,Denmark,organic search,2020,2020-09,2020-09-01,2020-09,1,2020-09-01,False,2020-09
5988,upgrade,2022-07-01,PRO,85.0,Other,55-65,Denmark,organic search,2022,2022-07,2020-09-01,2020-09,3,2022-07-01,False,2022-07
5989,initial,2022-07-01,BASIC,53.0,Female,35-44,Sweden,facebook,2022,2022-07,2022-07-01,2022-07,1,2022-07-01,False,2022-07
5990,initial,2022-11-01,MAX,119.0,Male,45-54,Finland,facebook,2022,2022-11,2022-11-01,2022-11,2,2022-11-01,False,2022-11
5991,initial,2022-02-01,BASIC,53.0,Male,35-44,Denmark,google ads,2022,2022-02,2022-02-01,2022-02,1,2022-02-01,False,2022-02
5992,initial,2020-02-01,BASIC,33.0,Female,18-24,Norway,facebook,2020,2020-02,2020-02-01,2020-02,1,2020-02-01,False,2020-02
5992,upgrade,2020-08-01,PRO,65.0,Female,18-24,Norway,facebook,2020,2020-08,2020-02-01,2020-02,3,2020-08-01,False,2020-08
